annotater,CIDa,review#a,CIDq,review#q,CIDb,review#b,Waldo,confidence,comments,,,,,,,,,,,,,,,,,,
333,20941815,RHAV0QFFIKWZH,17245326,R2ZH94UCYAS0XI,20941815,RM1K1LQVJSPC7,Q,83,Two of them began with modifying phrases. The lone one give traditional complete sentencse with an overview of the stor. (It's also an older movie),,,,,,,,,,,,,,,,,,
334,14048520,R12TD9XSUD2SD3,19512365,R2V3HSL36D7XYE,14048520,RPPHNK4066N0A,Q,78,The two same ones started with an exclamation. The lone one was also longer and seemed to be by a man (referred to a wife.),,,,,,,,,,,,,,,,,,
335,11890019,R1E93A2YR12VJT,13440175,R2SMWUW1Y5D57U,11890019,R14EO6TSLDY3EF,Q,62,Lone one had an elaborate way of formatting the movie titles. And was wordier. And went into more detail about the film's gore. The other two were ligheter in tone and made cheerful recommendations about crime books.,,,,,,,,,,,,,,,,,,
336,16475984,R3ID3PXCC3NQDP,12320971,R3TVUO2GDLZ4TJ,16475984,RKN5UP599XK3Z,Q,91,Two of them seemed written with a template, starting with awesome and adject. They both also ended with a similar caveat about giving an honest review. The third one had neither of these and was briefer.,,,,,,,,,,,,,,,,,
337,12347772,R2IGDGXOMHQAC9,11170788,R1VKCSJEPTQW35,12347772,R3MX5ZO1AJDN9X,B,56,Although they were different genres, two of them were more detailed about plot and motives. The lone one was much more subjective about why the reviewer liked the character.,,,,,,,,,,,,,,,,,
338,18213253,R2R707O5YBBF7W,13110162,RPHZX8ULZDO1V,18213253,R3SQ33FHAORY69,Q,74,Two were very short and refered to the family/plural likers of the project. The lone one had better grammar, more detail of the projuct and no info about the reviewer.,,,,,,,,,,,,,,,,,
339,9195041,R1G91PLTHQUJY3,12942243,RJSDI2EM3QA6J,9195041,ROKKGKK6QC59,B,65,Although two of these reviews are signed with different names, and are both ARC copies, I'm going with one of those as the lone review because it has more content about the actual product. The other two are a bit more subjective.,,,,,,,,,,,,,,,,
340,15084416,RY4HS2N7WH5VK,13551244,R2DUBT60SERTK6,15084416,R3DQ57QJN3S6PA,Q,82,"Two of them end with ""I highly recommend"" and have odd spacing around the end of sentence punctuation. The third is more traditional in punctuation and focuses more on the product than on the reviewer's response to it.",,,,,,,,,,,,,,,,,,
341,19740046,R6LA0M8ILNHD,18915984,R2IXY3LAJ107MH,19740046,R2KH5SOY2SOQL4,Q,88,seemed easy. One uses lots of exclaimation points, the other has ...,,,,,,,,,,,,,,,,,
342,11330548,R3R3ZFZSTGYHAS,10837991,R3TUMIX9RZQPCK,11330548,R1HMI1IXMBH7C9,B,70,These all seemed very similar. Chose based on spacing between paragraphs.,,,,,,,,,,,,,,,,,,
343,16139045,R3JCD0CUZE498X,13110162,RUFMYEGXEWZ3P,16139045,R2L29N5AOTPC18,Q,84,2 were formatted very similarly,,,,,,,,,,,,,,,,,,
344,11728378,R322HW3SPQLMW8,19029681,RYQH6T23USJMG,11728378,R3JQ1EU5VD3XGE,Q,79,"1 and 2 were simmlar in ""grammer"" while 3 was short and used different grammer ",,,,,,,,,,,,,,,,,,
345,18550178,R2RU3UFJ9JJGFI,10042251,R1B4BWZ4QIFKTS,18550178,R16974ISWOL00K,Q,98,"1 and 2 used (""blank"") in the review often not everone does this ",,,,,,,,,,,,,,,,,,
346,14552100,RMOGTTJ65WI47,13044466,R383SHH765HG6Q,14552100,R17T17L1OEW2EB,B,92,bad grammer ,,,,,,,,,,,,,,,,,,
347,12623236,R1IBZVYVHBBQQI,16994443,R1PHZ0NUFIWZ5P,12623236,R1UURL5J1R1Z31,Q,17,they ended with the amount of stars ,,,,,,,,,,,,,,,,,,
348,13647566,R3QLVV96VVM9FL,9303980,R2MA049PQYOCN6,13647566,RHQAYV0ZYOWED,Q,53,amount of words used and the types of words used,,,,,,,,,,,,,,,,,,
349,20595117,R35GYICZ66JFR9,12365995,R2T76YTV4KOS21,20595117,R3E4A7ZXH6HACG,Q,72,How they sepearte out paragraph. Also one started with the [ X stars ],,,,,,,,,,,,,,,,,,
350,15290117,R1PG0HUKJULZM6,15610022,R1VWO3KRW0YICE,15290117,R3T6IZQQKUBASF,Q,93,How they use \\,,,,,,,,,,,,,,,,,,
351,11818670,R3O2UD535GV3R4,18232093,R1MQYB7HSF4JBW,11818670,R2OXYYR38FTLB7,Q,100,Two review used something like [[ASIN:0988008246 Bigger Than Jesus (Volume 1)]] at the end ,,,,,,,,,,,,,,,,,,
352,20595117,R3IJAZ9MN2LOOU,12365995,R180EIRUIUU9P4,20595117,RO11IFHY31PJI,Q,17,my gut.,,,,,,,,,,,,,,,,,,
353,13551244,R13L81W333GLWU,15084416,R31M13A2CS743X,13551244,R94HVY58JDNFU,Q,30,Grammer ,,,,,,,,,,,,,,,,,,
354,19344629,R16CE11NQ6BEWY,6865948,R2WSYU3RU11RPZ,19344629,R37C7ERIYXBSAE,Q,83,,,,,,,,,,,,,,,,,,,
355,21002732,RCLCLIA46D7UC,13584172,RHQVNJPECWPEU,21002732,R3JPWQZZKY0J4D,Q,100,,,,,,,,,,,,,,,,,,,
356,12877778,R235HKAAJFUODN,15901408,R32V66DKK9H2Y4,12877778,R1MMJS4GO6ZFE4,Q,83,,,,,,,,,,,,,,,,,,,
357,19664450,R3O5EOT1YM3P5H,14117828,R25BH5RYMEF1AL,19664450,R20H2RK9R1VG86,Q,29,,,,,,,,,,,,,,,,,,,
358,16475984,R2B4HQQE07QRZH,12320971,R3ID1121J0T8W5,16475984,R3CUIX4O7AY2TR,A,44,,,,,,,,,,,,,,,,,,,
359,17251777,R1T6WX6M2RZE6O,11654075,R3B34NXY1UH41R,17251777,R226XXKMF36LFK,Q,71,,,,,,,,,,,,,,,,,,,
360,18129809,R3Q87AI5DHF5PX,20337513,RK1VM7M3GOZE0,18129809,R2DJX2NQYY0709,Q,78,,,,,,,,,,,,,,,,,,,
361,10982778,R2GWIIWXXKT4J0,20595117,R2I6JLHPC2A6S1,10982778,R3T5479YAPQACY,Q,100,,,,,,,,,,,,,,,,,,,
362,18789308,R3VMC3LTQ2MMML,12877778,R2FQFOE6L3Z7CS,18789308,R1V5QO744MGXIE,Q,100,,,,,,,,,,,,,,,,,,,
363,17580988,RVVLH3H9AABW1,18085901,R1OXPTPA7HKRW0,17580988,RWJOYLED1JV8Y,Q,82,,,,,,,,,,,,,,,,,,,
364,15084416,R3JSFSAR2LKDR4,13551244,R21IFNA4J2IRGQ,15084416,R2D6QFWPPSWN2B,Q,82,,,,,,,,,,,,,,,,,,,
365,9663971,R2ALKDW8D0Z5J4,18232093,R21IF1YRFG264Q,9663971,RNTDRNF19M5QD,B,32,,,,,,,,,,,,,,,,,,,
366,15084416,R3MVXJRL92VP0L,13551244,R34HJVRGFZ3M2V,15084416,R1UO5MU1OZ68BG,Q,100,,,,,,,,,,,,,,,,,,,
367,11728378,R23S9GFJOKJKYJ,19029681,R39PN2WWOOVJGJ,11728378,R15SW6KZEHHY89,Q,58,,,,,,,,,,,,,,,,,,,
368,11380770,R339C66Z6194ZU,18085901,R362PA2GP72J8Q,11380770,R192SIS1JH5QMP,Q,100,Two authors both refered to being from Brazil. My selection also didn't write in as much detail.,,,,,,,,,,,,,,,,,,
369,15350118,RFKUXWRUDB6XD,9920629,R4SWYTUFMWDBQ,15350118,R2S1MDZ6U0QJ3H,B,92,My selection was writing in a simpler style and shorter prose.,,,,,,,,,,,,,,,,,,
370,17580988,R2XF1IP29G8827,18085901,R3QCTZLYIY2T0V,17580988,R2COPVT1ZL9XC8,Q,74,Tone difference and brevity,,,,,,,,,,,,,,,,,,
371,12943337,R2S53OU5DQLOGQ,9652516,R1T040MKWJDDTO,12943337,R23W2H35BODAEF,Q,100,verbosity,,,,,,,,,,,,,,,,,,
372,5781649,R2836RS2MLIE02,8568294,RHIFE284WG82W,5781649,RUIRPU8J676GC,A,77,Simplicity of text,,,,,,,,,,,,,,,,,,
373,12241941,R15744V5MAWGYR,20402909,R2Z9252I036FLX,12241941,R1M21M2N3V3T5Y,B,91,Declarative statements vs prose,,,,,,,,,,,,,,,,,,
374,21002732,RDHHNNI47Q0FS,13584172,RU0KU4GR6YSJR,21002732,RO5CZG7QUFXM9,Q,100,Authror name was in the review ,,,,,,,,,,,,,,,,,,
375,18129809,R2K39F5KUSAHT8,20337513,R3IPLITXQ58HSB,18129809,R78SO9TUMYY9V,Q,98,"two were short and ""18+"" reviews ",,,,,,,,,,,,,,,,,,
376,15350118,R12H6M5BIHB83Z,9920629,R36NIRY58XXJHK,15350118,R8SX7PF33FWTM,Q,51,flow how how it was written ,,,,,,,,,,,,,,,,,,
377,10674145,R2QPG8NBFT5CJ0,14531925,R2LPB1W01O5ER2,10674145,R10TVKFMLV4RMH,Q,100,two were short and one had the review stars at the end.,,,,,,,,,,,,,,,,,,
378,12241941,R29C813P2MDH2U,20402909,R333INQ501PHDX,12241941,R2CJHS245L4O16,Q,39,had to ;eave,,,,,,,,,,,,,,,,,,
379,17605672,RGZJLQH9469RK,11446623,R7SJEV8J37QFR,17605672,R14R980SGUPV2K,Q,19,Very difficult. I did it based on subject although they were all book reviews. Two mentioned gay men's issues.,,,,,,,,,,,,,,,,,,
380,6865948,R3IFQ55VSIASO,19344629,R2DBHAIST8V8IL,6865948,R1N4Q1P48GEK5T,Q,44,Tough one. All had spelling/grammar errors; the one I chose as different had more extreme/hurried-looking errors. Also was clothing instead of book review.,,,,,,,,,,,,,,,,,,
381,6773623,R337C8MG7WY403,11135356,R7VPE7KOYWPX6,6773623,R3IXAGJS06OECW,B,0,The book genre seemed different for the 2nd writer.,,,,,,,,,,,,,,,,,,
382,13551244,R26NDZOZ00XQN9,15084416,R1OYO7R07YQR23,13551244,R1I88V2CFL70YE,B,75,The 1st and 3rd writers provided extra info unrelated to the product.,,,,,,,,,,,,,,,,,,
383,21042886,R2IDTDPCA9MVG6,13551244,R2O0RT0NCEML86,21042886,R2MHF1H223VSN9,Q,100,The first line,,,,,,,,,,,,,,,,,,
384,13287030,R226RMT69ZYWLR,9303980,R1W1EQTH3OG65B,13287030,R38RV2WHG0069N,Q,54,,,,,,,,,,,,,,,,,,,
385,14106983,R2W8CSIA76PBSA,16994443,RTEM9N6MJEIM6,14106983,R15U3LAPYHS74H,A,78,,,,,,,,,,,,,,,,,,,
386,12588785,R14MS6QMM2UPWX,14106983,R3NTN7QT26GP5P,12588785,R1UV6U71RWAV7J,Q,100,,,,,,,,,,,,,,,,,,,
387,17605672,R35PFPZHDFAZJ2,11446623,R6Y3VM38ON99F,17605672,R15L9TIM5L1S5Q,Q,100,,,,,,,,,,,,,,,,,,,
388,12623236,R1D07QSZVFRN7H,16994443,R3DY0WFP3LFNF4,12623236,R3K8G8EZXBWN7S,Q,100,,,,,,,,,,,,,,,,,,,
389,12934279,R3P2FXBLCZXP0U,20148794,R22DF7O0DDQXCD,12934279,R13P4J7T1PGYQF,Q,39,,,,,,,,,,,,,,,,,,,
390,14111615,R26KXEWSYZ5Y1C,12438103,R3K2FF6OXOH6KN,14111615,R3BS2Q4NRB39YH,Q,69,,,,,,,,,,,,,,,,,,,
391,13442639,R3EG3B4K9QM87T,6092771,R2JGXSBRAWB8X0,13442639,R2AKBK3EZ7819E,Q,78,,,,,,,,,,,,,,,,,,,
392,19029681,RK9MV16D3IF5R,11728378,R1UDRNAEYRZ9GB,19029681,R2CZU0MM5ZM8T8,A,6,,,,,,,,,,,,,,,,,,,
393,12660387,R2J6QRNC6BUPBQ,19994864,R34UORLY7630KT,12660387,R3L634C2NFY8RW,B,87,,,,,,,,,,,,,,,,,,,
394,19512365,R2VFEQLU1S5OEU,14048520,R2DT45IKYOK3JT,19512365,R4713V0YM0LYO,Q,100,,,,,,,,,,,,,,,,,,,
395,15172571,R1V2AQNBT34MAZ,13044466,R1BK74ZADBCBCP,15172571,R3348W6HQTRHZH,Q,100,,,,,,,,,,,,,,,,,,,
396,16486266,R4S9UFP6OD1MH,17407953,R36POFLWE8C58V,16486266,R1SXR3ZXMFFVY3,Q,85,,,,,,,,,,,,,,,,,,,
397,11211103,R35HSSQSV8I5W1,16055295,R2AQV7JZN9MCNP,11211103,R2ZWFPSN53BLEC,Q,90,,,,,,,,,,,,,,,,,,,
398,13009543,R1EPREGTUEKIQ4,6865948,R1ORN7O0YTBN80,13009543,R1KVFU494NB3M0,Q,96,,,,,,,,,,,,,,,,,,,
399,6773623,R19DA0K8X5S0I9,11135356,R2QOLRITD6O8HD,6773623,R1I045RP87MDGL,Q,96,,,,,,,,,,,,,,,,,,,
400,12623236,R1SMDTTF16E6FK,16994443,R316FGOCDWV9LN,12623236,RBRC50CGISDGN,Q,21,,,,,,,,,,,,,,,,,,,
401,12887339,R12YZSUN4LMSNR,16444863,R2X0BN6D9EPK7C,12887339,R148ALN7LPCZPP,Q,84,,,,,,,,,,,,,,,,,,,
402,18263105,R33894SKG4MD3I,18874651,RMQ15XWUNDR8,18263105,R2QCSHDMCMETQY,Q,54,,,,,,,,,,,,,,,,,,,
403,16475984,R7152JG5YJZ7C,12320971,R2WBUAPGJYNYR1,16475984,R2O95CQZXFKCEM,Q,72,,,,,,,,,,,,,,,,,,,
404,10465789,RVNHP2GR83AFD,15610022,R2A3N5SS7FO39O,10465789,R1V9ZZKD17TNXH,Q,75,,,,,,,,,,,,,,,,,,,
405,14552100,R2SLEXENE1BTNV,13044466,R65C0H1YKDQIK,14552100,R2K6XFCCEI4E08,Q,87,,,,,,,,,,,,,,,,,,,
406,20457988,R2PSSK76JEJRLE,13287030,R6OC6RCIMVFKO,20457988,R1EQWNGAF7IWOM,Q,84,,,,,,,,,,,,,,,,,,,
407,16923020,R28C5M9DWSOZQ1,15008761,R15BR3P2AZDUDM,16923020,R18S4QAT8M47TZ,Q,60,,,,,,,,,,,,,,,,,,,
408,20595117,R2EEV1Z3CGJW32,10982778,R3389XWKK4VHI6,20595117,R3P7UQCKRI6VU6,Q,72,,,,,,,,,,,,,,,,,,,
409,13440175,RRE8K4V1R70I0,11890019,R18HD4T1J9R6Z2,13440175,RCRIEODO5IDYS,Q,9,,,,,,,,,,,,,,,,,,,
410,16056533,ROC6YE1K57Q4G,13551244,R2IBFI4ZT5FVNK,16056533,RPIBV8VO1UR5Y,Q,72,,,,,,,,,,,,,,,,,,,
411,15008761,R3GPE0P1HTQCQ9,16923020,R1U63JWUZORZ32,15008761,R2D0XL0IBZNKNQ,Q,84,,,,,,,,,,,,,,,,,,,
412,14111615,R1BPXSTUM2YNW0,12438103,R2IAQZ7MLBRQ5J,14111615,RM5T4O7YDBK43,Q,30,,,,,,,,,,,,,,,,,,,
1001,10063295,R2MT06NHA1D431,11446623,R2LSFUAP5KDK1T,10063295,RM4ZWE3IBZ2E1,Q,91,One writer seems to have a poor grasp of US english and also uses the phrase 'do good on time',,,,,,,,,,,,,,,,,,
1002,13849930,R1BJHUP3OR5YXG,9652516,RZB7N2H0HPHYU,13849930,R30E2U8U0HRLJV,Q,30,This was a tough one. Chose based on the use of the word love.,,,,,,,,,,,,,,,,,,
1003,19123471,RK5R9KJB3NPYE,20395921,R3AF7B0T49ZTI0,19123471,R2JRKFQN8V3B04,Q,86,looks like one is a turfer and the other actually wrote a review.,,,,,,,,,,,,,,,,,,
1004,11191604,R1ETKLBDVNR8N2,10042251,R2F1OSKIFWLWJP,11191604,R2HFA68CSGKUBI,Q,99,text length,,,,,,,,,,,,,,,,,,
1005,21179619,R6MEK1SY76Z28,9652516,R2GAWEH8T3OQTA,21179619,RYN8B1LZVZI0D,Q,98,Text length, and use of all cap words,,,,,,,,,,,,,,,,,
1006,15084416,RY0NYWL3PMJVH,13551244,R5XWZRF68T68N,15084416,R2ED1RHC9ZJURZ,Q,97,text formatting, specifically spacing around periods and commas,,,,,,,,,,,,,,,,,
1007,16345679,R26OLVFURPHD6B,17304105,R24P78F8I6BHXL,16345679,R26UW96WT222RG,Q,93,Use of all caps,,,,,,,,,,,,,,,,,,
1008,18263105,R36WGVW4BOSEGM,18874651,R5HEDVGGNEA5C,18263105,RIIT2WF3QDDYF,Q,80,subject matter was incongruent with the other samples, also length and prose style,,,,,,,,,,,,,,,,,
1009,12877778,R34LM59HAF7I28,18789308,R3RKE75OEHIULU,12877778,R3TVTBZNFYOMEC,Q,90,subject matter and formatting (like including half star values in the review),,,,,,,,,,,,,,,,,,
1010,10465789,RDFESN9ARZLAD,15610022,R2UWMNLHMM773Z,10465789,R3VF5SBCT15NC6,Q,97,This was an easy chocie. My condifednce was 90%.,,,,,,,,,,,,,,,,,,
1011,18632236,R3J27M86MSNPY,16475984,R1DDC57P65ZGDW,18632236,R3ELJ4MPPN0J8B,B,65,,,,,,,,,,,,,,,,,,,
1012,14126514,RDW1USXEJI4YN,16444863,R1Q6JF2TT9THFE,14126514,R1VAUF3EBITMR2,Q,91,,,,,,,,,,,,,,,,,,,
1013,21179619,RHZA7FUPA31L,9652516,R261KE2EFDV2D8,21179619,R2XYYZH8ZEDLV3,Q,69,The authors had different language when describing what they like about it. One was highly more expressive while the other wasn't althought its possible I am wrong that is my assumption,,,,,,,,,,,,,,,,,,
1014,17706123,R12EYE2U6ONRT4,12650129,R3HKANMK6BYOPU,17706123,R2T04W9JDOKEIO,Q,90,The one i picked as different was highly emotive in their speech. The other author was a lot more straighforward almost cold to describe what they were reviewing,,,,,,,,,,,,,,,,,,
1015,20234970,R1YTFEKACPDS7M,17249013,R1YDH8L96T3GG0,20234970,R2ODXPPRJO0TMA,Q,100,,,,,,,,,,,,,,,,,,,
1016,20337513,R148X1FIEFVDZE,18129809,R3RYP2XVHQUJF2,20337513,R28GZP5861FJJC,Q,80,Confidence: 80%,,,,,,,,,,,,,,,,,,
1017,10837991,R3KSMWK0TTWFAG,11330548,R1QRZNLMR6KQYR,10837991,R2RB2UDN2L1WY5,B,80,,,,,,,,,,,,,,,,,,,
1018,20402909,R106QL3KUXDRC1,12241941,R21XJGZI8156DX,20402909,R2RVN5OY1SSYU2,Q,80,The reviews I consider similar had some similar characteristics, like capitalized words and missing periods at the end of paragraphs. Otherwise I could not see much of a difference.,,,,,,,,,,,,,,,,,
1019,12241941,R3JKS2JII9ZJHP,20402909,R30FYQFQMKSSJY,12241941,R2D25069VDM2M5,Q,50,This was hard to decide. I made my choice because the second review seemed more sloppily written, with less informative sentences and shorter paragraphs. At the same time, I could have chosen the first review, primarily because it was about a game and not about TV or movies, and I could have chosen the third review because somehow it seemed more carefully written and with more informative sentences than the other two.,,,,,,,,,,,,,,
1024,13931633,RIB4VDP1UGOKZ,16345679,R1ATY4HJFVNTDS,13931633,R3SLUETZLX81U7,Q,83,The title headers looked similar,,,,,,,,,,,,,,,,,,
1025,13647566,R6YQTEQHWIQXQ,9303980,R2T05ZC5E23FJX,13647566,RLSG4982N6X0Q,Q,100,The topics of two were the same,,,,,,,,,,,,,,,,,,
1026,13010691,R3J4QUCJ683TO,15462797,R2VGUSBYNFI9HQ,13010691,R232ZV102NZA0Y,Q,100,The other two were about the same topic, and the comments ended with a tilde followed by the author name. Granted the names were different, the customer id would be the same.,,,,,,,,,,,,,,,,
1027,16994443,R14J25192OX7O7,12623236,R1CAYQ6GULJP6F,16994443,R2KAB8I66G6D7P,Q,43,,,,,,,,,,,,,,,,,,,
1028,13129675,R1FD6ZZ1QQP00N,18865131,R1IESM70DQOKW4,13129675,RJAHHZ4JWED3E,B,17,That was a very difficult one,,,,,,,,,,,,,,,,,,
1029,10329680,R1CRN04WWCRG38,15941329,R188E52IHCRMIY,10329680,R39Z9SJ4RAP2FZ,Q,100,Newlines in the middle,,,,,,,,,,,,,,,,,,
1030,10329680,R3TTSXWQ7QJ2QO,15941329,R9X5WI813R375,10329680,R1ERH1JA1ELY32,Q,100,Newlines in middle,,,,,,,,,,,,,,,,,,
1031,12320971,R74VSO2JZO8UD,16475984,RFCTBDN0R44RS,12320971,RQE58ZISVTG2N,A,82,"The header titles for the other two were more like sentences than a short ""love this"" or something like that",,,,,,,,,,,,,,,,,,
1032,14552100,R30XQOSOUSAJWC,13044466,R2CR811EMJW1D2,14552100,R1OLHDOAIX5EYK,Q,100,The other two products were leggings and yoga pants, so they must be similar,,,,,,,,,,,,,,,,,
1033,11211103,R2DXQLPM47D8NC,16055295,RG98202L55864,11211103,R2BP4Y5ZS1NLWP,B,100,The header titles for the other two were short,,,,,,,,,,,,,,,,,,
1034,17167078,RQ4MKRFA1J94O,16966423,R3BHOVKM5NWADZ,17167078,R1E8M8E867N8KQ,Q,67,,,,,,,,,,,,,,,,,,,
1035,13129675,R3FHB24GQ49X69,18865131,R1K3A6H3QZH59B,13129675,R1U5UTFYBI8LC6,Q,71,,,,,,,,,,,,,,,,,,,
1036,20402909,R2G07F0TPFFU98,12241941,R2HR5N3689DPX9,20402909,R2MD4X55THAR6T,Q,100,,,,,,,,,,,,,,,,,,,
1037,11380770,R254GCLV1SAD92,18085901,R1TZU113DT1J04,11380770,R26S5RTPWYGE7U,Q,100,No newlines in the other two,,,,,,,,,,,,,,,,,,
1038,17580988,RQE17XK2PLSO4,18085901,R2CJ5OCTR99JM9,17580988,R1XLEV73V4CDL4,B,100,,,,,,,,,,,,,,,,,,,
1039,20401140,R14Y7T3RJ27QBC,15901408,RVFOE9YIWAFA4,20401140,RYK2FMJZ147Q1,Q,100,,,,,,,,,,,,,,,,,,,
1040,15394148,R3OZ7XVTDF9ZBP,12570572,R28MHKILDR10W3,15394148,R3GCZQJ9HGNSQ2,Q,100,,,,,,,,,,,,,,,,,,,
1041,17249013,R2BGF3LSMJQ74G,20234970,R3D1CA4T6X16A6,17249013,R21F6I3CR1YI4J,B,94,,,,,,,,,,,,,,,,,,,
1042,16564975,R2FUD60UHQWPUW,12320971,R1KUCG2QSFQ05L,16564975,R23QIEEMBHQT5W,Q,97,,,,,,,,,,,,,,,,,,,
1043,8568294,RWGOT9ZFI67I6,5781649,R3CIUM51BJSRJM,8568294,R3ESN0UJRHDLWI,Q,90,,,,,,,,,,,,,,,,,,,
1044,13044466,R16YWBE803X31R,14552100,R1MJXYMONPLAKK,13044466,R11OOQ341I9BQJ,Q,93,,,,,,,,,,,,,,,,,,,
1045,20586231,R2GWPLLCL0Y79Z,19994864,R2V612BUKSZGP6,20586231,R2GDO8IZFLU6WI,Q,90,,,,,,,,,,,,,,,,,,,
1046,16056533,R1INUCR4H9IT5G,13551244,R176XCQ93LZV7K,16056533,R1303REDQ6E4IH,Q,96,,,,,,,,,,,,,,,,,,,
1047,12877778,R11EAX2Z2WHD08,18789308,R1BP4Z47Q3UQEK,12877778,R35RDSL99ZRXA0,B,96,,,,,,,,,,,,,,,,,,,
1048,18550178,R3LXRDVUW1BIWR,10042251,R3BN9QAKE508HR,18550178,R3FPTDFZC5G5KO,A,39,,,,,,,,,,,,,,,,,,,
1049,13801390,RKJT8SSXEIRQ2,10804961,RO09Q1BD2CLAW,13801390,R21EI69M4PJIUC,Q,78,,,,,,,,,,,,,,,,,,,
1050,19379746,R190SOFVMDDWDB,13442468,RC7177HUBJW7N,19379746,R2EFGGC023CM5Q,Q,87,,,,,,,,,,,,,,,,,,,
1051,15350118,RDHFE15VSJPOW,9920629,R2JN7NWI1VTIXK,15350118,RA83KR884E5IZ,Q,96,,,,,,,,,,,,,,,,,,,
1052,19344629,R2VXWNWY6O1AEM,6865948,R3PZ75D1S3RG77,19344629,R2JGIPK0G24KC4,Q,100,,,,,,,,,,,,,,,,,,,
1053,11446623,R3L5CCQVILKSKT,10063295,R3UCNMFT2DCDGE,11446623,RTNNM3LM3M3Z,Q,96,,,,,,,,,,,,,,,,,,,
1054,18577421,R315X5GLGYCUIJ,13729221,R1IX3NC3IZ8I0B,18577421,RA6GVW8NVK5TW,Q,100,,,,,,,,,,,,,,,,,,,
1055,15290117,R1EOPQRQIKFNUI,15610022,RZKVETWA153X6,15290117,RFZKGD9G6Z3UW,A,93,,,,,,,,,,,,,,,,,,,
1056,6773623,R2A2Z1LMB3FPA0,11135356,R3Q8RC3QLVDDTP,6773623,RSEI8BQ6JF410,Q,93,,,,,,,,,,,,,,,,,,,
1057,12887339,RRRB73YGQ9PY7,16444863,R1ESAL7F2IXGJQ,12887339,R132463JE74IDE,Q,93,,,,,,,,,,,,,,,,,,,
1058,6865948,R2JYM6EZ6GN0OQ,19344629,R2IAE4NXRL6AAX,6865948,R3E0IOTYN8XKHU,A,75,,,,,,,,,,,,,,,,,,,
1059,12347772,RFF2VM2YKOLB0,11170788,R32CKS08ML362F,12347772,R3A3K7B77XU19I,Q,72,,,,,,,,,,,,,,,,,,,
1060,13931633,R24UG0I9SJJMRX,16345679,R3EZJ7QIT5L4VU,13931633,R1YNQAO3SCWV08,Q,100,,,,,,,,,,,,,,,,,,,
1061,17605672,R3S52XOLACW5Y,11446623,R1RRL4T4YCRKQE,17605672,R34E739A3YFRSP,Q,90,,,,,,,,,,,,,,,,,,,
1062,9303980,RD326EPSLB7SF,13647566,R199QHEBDL9MHJ,9303980,R2IY2U4WB25Y8G,Q,100,same title header for the other two,,,,,,,,,,,,,,,,,,
1063,17407953,R1P9NG4J03AKH2,16486266,R2Q5NPQE40JV5Q,17407953,R11QH19NZ3TBX2,Q,57,,,,,,,,,,,,,,,,,,,
1064,20564024,R2YS7RD5YDNWBN,13965917,R20LNE3JB87QH4,20564024,R2CCHX74NROQMN,Q,15,,,,,,,,,,,,,,,,,,,
1065,13287030,R1CDHQBGDNB2F4,9303980,R2A10M8J6Y5CRG,13287030,R2A2FX27KYRJR2,Q,90,,,,,,,,,,,,,,,,,,,
1103,12943337,RRE7SWLLP11YS,9652516,RJP80WHSCP2RK,12943337,R296OGLNM5XJR8,Q,25,It was very difficult to distinguish between these authors. The odd one out was short and from clothing not books, but I was truly not sure.,,,,,,,,,,,,,,,,,
1105,16994443,R3ETUC4R7D9RGA,12623236,R2L27UYKPYHXRI,16994443,RZH7EWVPCMEQ6,Q,30,Very difficult selection. Finally I picked the odd one out as the reviewer who made the comments general and not how the product was good for a specific demographic.,,,,,,,,,,,,,,,,,,
1106,16345679,RDZSPUBF51PUY,17304105,R2TZ99OKYGGPYO,16345679,R2J01H1OKF9WD3,Q,78,,,,,,,,,,,,,,,,,,,
1107,11778314,R1HZSLSEY5WV6G,12623236,R2UTCUQGYTA4T9,11778314,R1PHBT29M9AB3H,Q,85,Phrasing and thoughtful wording in the other two were very different from the short review that only referenced a love for the book.  The short review seemed to be written by a young person who did not give much thought to the response,,,,,,,,,,,,,,,,,,
1108,11380770,R1I6LYEHH87IFQ,18085901,RDOVG4SR1NDXA,11380770,R3DMB8MXOE9LC4,B,77,The bottom two had similar gramar styles and tone of writing.  The first one had many gramatical errors and had a much more negative tone in teh phrasing.,,,,,,,,,,,,,,,,,,
1109,15462797,R3QA8FYAZJF9CR,13010691,R1PTQFX9V4IM3N,15462797,R2P8ZO7QFZPIK9,B,52,Much harder to decide because tehy were all well written with few errors.  I chose these two due to the simlar style of punctuation.,,,,,,,,,,,,,,,,,,
1110,9920629,R3R3KLLYB3RWUU,15350118,R331K4XNN1ZWEI,9920629,R3GTUBKIK2IKYH,Q,91,Grammar styles,thoughtfulresponse, length of response, phrasing, tone, punctuation, and happy face emoji at the ent of two made them very similar writing styles, as opposed to the shorter less thought out response of the third.,,,,,,,,,,,
1111,11451833,R3OSWGEPWUKQMJ,17010412,R250G6AXSMFE,11451833,R26BF0XNG3C885,Q,77,The simplicity of responses and correct grammar usage as well as punctuation usage made these two much more similar in my opinion than the third option.  It did not emply use of capital letters while typing and over used punctuation.,,,,,,,,,,,,,,,,,,
1112,14111615,R1ZYZXRWTR35VO,12438103,R6BKV8VG057VH,14111615,R33DYNB48F3ZSO,Q,85,Length of responses, use of punctuation & symbols, and writing styles int the first two was very different from the last option.,,,,,,,,,,,,,,,,
